ഉദയകുമാർ	NNN	0.8	0	0.0	0.36363636363636365	B_K
കൊല്ലപ്പെട്ടത്	VVMVNF	0.2	0	0.006134969325153374	0.6363636363636364	B_K
സംഭവം	NNN	0.2	0	0.018404907975460124	0.22727272727272727	N_K
നടന്നത്	VVN	0.2	0	0.024539877300613498	0.3181818181818182	N_K
തിരുവനന്തപുരം	NNNP	0.6	0	0.03067484662576687	0.5909090909090909	N_K
പോലീസ്	NNN	1.0	0	0.04294478527607362	0.2727272727272727	N_K
സ്റ്റേഷനിൽ	NNN	0.4	0	0.049079754601226995	0.45454545454545453	N_K
അഞ്ചു	NNNP	0.4	0	0.05521472392638037	0.22727272727272727	N_K
പോലീസുകാർ	NNN	0.2	0	0.06134969325153374	0.4090909090909091	N_K
കുറ്റക്കാർ	NNN	0.4	0	0.06748466257668712	0.45454545454545453	N_K
രണ്ടുപേർക്കെതിരേ	NNN	0.2	0	0.0736196319018405	0.7272727272727273	N_K
കൊലക്കുറ്റം	NNN	0.6	0	0.07975460122699386	0.5	N_K
തിരുവനന്തപുരം	NNN	0.6	0	0.03067484662576687	0.5909090909090909	N_K
പതിമ്മൂന്നു	VVMVF	0.2	0	0.09202453987730061	0.5	N_K
വർഷംമുമ്പ്	NNN	0.2	0	0.09815950920245399	0.45454545454545453	N_K
ഫോർട്ട്	VVMVNF	0.2	0	0.03680981595092025	0.3181818181818182	N_K
യുവാവിനെ	NNN	0.2	0	0.1411042944785276	0.36363636363636365	N_K
ഉരുട്ടിക്കൊന്നകേസിൽ	NNN	0.2	0	0.147239263803681	0.8636363636363636	N_K
പ്രതികൾ	NNN	0.4	0	0.15950920245398773	0.3181818181818182	N_K
കേസിൽ	NNN	0.4	0	0.17177914110429449	0.22727272727272727	N_K
ബുധനാഴ്ച	NNN	0.2	0	0.17791411042944785	0.36363636363636365	N_K
കോടതി	NNN	0.8	0	0.19631901840490798	0.22727272727272727	N_K
ശിക്ഷ	NNN	0.4	1	0.20245398773006135	0.22727272727272727	B_K
പ്രഖ്യാപിക്കും	NNN	0.2	0	0.2085889570552147	0.6363636363636364	N_K
രണ്ടും	VVMVNF	0.4	0	0.22699386503067484	0.2727272727272727	N_K
ചെയ്തതായി	NNN	0.2	0	0.24539877300613497	0.4090909090909091	N_K
കണ്ടെത്തി	VVMVNF	0.2	0	0.25766871165644173	0.4090909090909091	N_K
ഉന്നത	NNN	0.4	0	0.26380368098159507	0.22727272727272727	N_K
ഉദ്യോഗസ്ഥരുടെപേരിൽ	NNN	0.2	0	0.27607361963190186	0.8181818181818182	N_K
തെളിവുനശിപ്പിച്ച	VVMVNF	0.2	0	0.2822085889570552	0.7272727272727273	N_K
കുറ്റമാണ്	VVAUX	0.2	0	0.2883435582822086	0.4090909090909091	N_K
ചുമത്തിയിട്ടുള്ളത്	VVMVNF	0.2	0	0.294478527607362	0.8181818181818182	N_K
